일자,브랜드,유형,제목,언론사,링크,요약
2026-05-29,컴포즈커피,기타 이슈,"내 정보, 제대로 보호되나···기관·기업 52곳 '감사'",thereport.co.kr,https://www.thereport.co.kr/news/articleView.html?idxno=88300,"롯데지알에스㈜, ㈜에스씨케이컴퍼니, ㈜엠지씨글로벌, ㈜제너시스비비큐, ㈜컴포즈커피, 투썸플레이스㈜, ㈜비케이알, 한국맥도날드(유)가 포함됐다. 이번 평가는 처리방침의 적정성·가독성·접근성뿐 아니라 실제..."
2026-05-29,컴포즈커피,기타 이슈,"""맥도날드·듀오·사람인, 개인정보 어떻게 썼을까""…기업·기관 52곳 평...",ddaily.co.kr,https://www.ddaily.co.kr/page/view/2026052914153613101,"프랜차이즈 중에는 롯데지알에스, 에스씨케이컴퍼니, 엠지씨글로벌, 제너시스비비큐, 컴포즈커피, 투썸플레이스, 비케이알, 한국맥도날드 등 8곳이 대상이다. 개인정보 처리방침 평가는 개인정보보호법에 따라..."
2026-05-29,컴포즈커피,혜택/프로모션/이벤트,"'명조:워더링 웨이브', 2주년 초대형 팬 축제 '띵조 페스티벌' 킨텍스서...",thisisgame.com,https://www.thisisgame.com/articles/424899,"이번 2주년 <띵조 페스티벌>에 참여하는 모든 유저들에게는 리딤코드, 무신사 및 컴포즈커피 콜라보 아이템 등이 담긴 다채로운 웰컴 기프트를 증정한다. 또한 2년 연속 갤럭시 스토어와 협업해 '갤럭시 S26 시리즈 체험존..."
2026-05-29,컴포즈커피,기타 이슈,"공공앱부터 결혼정보까지…개인정보위, 7대 분야 52곳 점검",thepowernews.co.kr,https://www.thepowernews.co.kr/view.php?ud=202605291434321633de3f0aa1be_7,"프랜차이즈 분야에서는 롯데지알에스, 에스씨케이컴퍼니, 엠지씨글로벌, 제너시스비비큐, 컴포즈커피, 투썸플레이스, 비케이알, 한국맥도날드 등 8곳이 평가 대상에 올랐다. 송경희 개인정보위 위원장은 “개인정보..."
2026-05-29,컴포즈커피,굿즈/MD,[르포] “작년보다 2배 더 커졌다”⋯ ‘명조’ 2주년 팬 축제 ‘띵조 페...,viva100.com,https://www.viva100.com/article/20260529500393,"쿠로게임즈는 2주년 띵조 페스티벌에 참여한 모든 이용자에게 리딤코드, 무신사 및 컴포즈커피 컬래버레이션 아이템 등이 담긴 웰컴 기프트를 제공했다. 쿠로게임즈 관계자는 “이번 2주년 띵조 페스티벌은 스타토치..."
2026-05-29,컴포즈커피,기타 이슈,개인정보처리방침 제대로?..샤넬·스타벅스·틴더까지 52곳 조사 착수,edaily.co.kr,https://www.edaily.co.kr/news/newspath.asp?newsid=04106566645453840,"프랜차이즈 분야는 롯데GRS, 에스씨케이컴퍼니(스타벅스코리아), MGC글로벌(메가커피), 제너시스BBQ, 컴포즈커피, 투썸플레이스, BKR(버거킹), 한국맥도날드가 선정됐다. “실제 서비스 운영과 일치하는지도 점검”..."
2026-05-29,컴포즈커피,혜택/프로모션/이벤트,"“2배 더 커진 규모”…‘명조:워더링 웨이브’, 2주년 팬 축제 ‘띵조...",kukinews.com,https://www.kukinews.com/article/view/kuk202605290103,"이번 2주년 띵조 페스티벌에 참여하는 모든 유저들에게는 리딤코드, 무신사 및 컴포즈커피 콜라보 아이템 등이 담긴 다채로운 웰컴 기프트를 증정한다. 아울러 2년 연속 갤럭시 스토어와 협업해 ‘갤럭시 S26 시리즈..."
2026-05-29,컴포즈커피,혜택/프로모션/이벤트,[기업家] 스타벅스 ㅣ 마케팅 논란에 흔들…사과·프로모션 중단·카드...,cbci.co.kr,https://www.cbci.co.kr/news/articleView.html?idxno=578111,"지난달 결제액 기준으로는 스타벅스가 1위, 메가커피가 69.3, 투썸플레이스 47.5, 컴포즈커피 40.4, 이디야커피 22.2, 빽다방 19.0 순으로 나타났다. ● 2026-05-26 스타벅스, 1~14일 선불카드 환불 기준 완화…조건 없이 앱 신청..."
2026-05-29,컴포즈커피,신제품 출시,"[조 기자의 잇템 췍]작년엔 팥, 올해는 말차…메가커피 빙수 또 히트칠...",1conomynews.co.kr,https://www.1conomynews.co.kr/news/articleView.html?idxno=48815,"더벤티와 컴포즈커피 외에도 스타벅스, 이디야커피 등 주요 커피 프랜차이즈들도 과일과 팥 등을 활용한 1인용 컵빙수 신메뉴를 잇따라 선보이고 있다. 올여름 커피업계의 새로운 승부처로 떠오른 컵빙수 시장에서 과연..."
2026-05-29,컴포즈커피,기타 이슈,"""스타벅스·듀오, 개인정보 처리 잘 지켰나""…정부, 생활밀착 서비스 52...",newsis.com,https://www.newsis.com/view/NISX20260529_0003648820,"프랜차이즈 분야에서는 롯데GRS('롯데리아' 등 외식사업체), SCK컴퍼니('스타벅스' 운영사), 엠지씨글로벌('메가커피' 운영사), 제너시스비비큐('BBQ치킨' 운영사), 컴포즈커피, 투썸플레이스, 비케이알('버거킹'·'팀홀튼..."
2026-05-29,컴포즈커피,기타 이슈,양천구 맛집 모음 … 오늘 한끼는 고민 없이 '나눔 맛집'에서 [ER·적십자...,econovill.com,https://www.econovill.com/news/articleView.html?idxno=740772,"ER 나눔 맛집 지도 바로 가기 황금오리농장 | 서울 양천구 국회대로 192 1층 | 신정역 | 양념,소금구이 | 유명해서 방문해봤는데 대박 맛집 인정 컴포즈커피 신월양강점 | 서울 양천구 오목로 69 | 신정역 | 아메리카노..."
2026-05-29,컴포즈커피,기타 이슈,커피 대신 밀크티? 카페인 함량 4배 차이,bokuennews.com,http://www.bokuennews.com/news/article.html?no=278949,"한국소비자원은 스타벅스, 투썸플레이스, 이디야커피, 메가MGC커피, 빽다방, 컴포즈커피 등 6개 브랜드의 차음료 12개 제품을 시험한 결과를 28일 공개했다. 시험 결과 1잔당 카페인 함량은 45~172mg으로 제품 간 최대..."
2026-05-29,컴포즈커피,기타 이슈,"밀크티 카페인 함량 천차만별...스타벅스, 172mg으로 가장 높아",mdtoday.co.kr,https://mdtoday.co.kr/news/view/1065604690142607,"한국소비자원은 28일 스타벅스, 투썸플레이스, 이디야커피, 메가MGC커피, 빽다방, 컴포즈커피 등 6개 프랜차이즈 카페의 차 음료 12종을 시험한 결과를 공개했다. 조사 결과 1잔당 카페인 함량은 45~172mg 수준으로 제품별..."
2026-05-29,컴포즈커피,기타 이슈,'로봇이 커피 만드는 세상' 바리스타의 종말? 새로운 진화? [정새봄의 뉴...,magazine.hankyung.com,https://magazine.hankyung.com/job-joy/article/202605284976d,"국내에서도 메가커피, 컴포즈커피 등 대형 프랜차이즈들이 전자동 시스템을 필수적으로 채택하고 있다. 이제 커피 시장에서 '디지털 전환'은 선택이 아닌 생존을 위한 인프라가 되었다. 하드웨어와 소프트웨어를 아우르는..."
2026-05-29,컴포즈커피,기타 이슈,커피보다 낫대서 자주 마셨는데…“당류·카페인 폭탄” 무서운 결과 나...,sedaily.com,https://www.sedaily.com/article/20049542?ref=naver,"소비자원은 주문 시 당도 조절 옵션을 활용할 것을 권고했지만, 조사 대상 6개 브랜드 중 메가MGC커피·빽다방·컴포즈커피는 모바일 앱에서 당도 조절 옵션 자체를 제공하지 않는 것으로 파악됐다. 일부 밀크티..."
2026-05-29,할리스,기타 이슈,"[마켓인]나신평, KG이니시스 기업신용등급 ‘A’ 신규 부여",edaily.co.kr,https://www.edaily.co.kr/news/newspath.asp?newsid=05861366645453840,"KG이니시스는 할리스커피, KG프레시 등 견조한 F&B 기반에 더해 2023년 KG캐피탈을 인수한 데 이어, 올해 4월 케이카캐피탈 인수 계약을 체결했다. 케이카캐피탈은 오는 6월 말 이후 연결 실적에 편입될 예정으로, 지난해..."
2026-05-29,할리스,혜택/프로모션/이벤트,"재혼전문 결혼정보회사 르매리, 6월 프라이빗 미팅파티 및 이벤트 진행",ikoreanspirit.com,http://www.ikoreanspirit.com/news/articleView.html?idxno=85590,"르매리 회원을 대상으로 추첨을 통해 뱅앤올룹슨 무선 스피커, 딥티크 오 드 퍼퓸 오르페옹 75ml, 할리스 아메리카노 기프티콘 등을 증정한다. 당첨자는 7월 3일 개별 발표될 예정이다. 르매리 관계자는 ""새로운..."
2026-05-29,할리스,기타 이슈,"[업!앤다운 트렌드] ""잘 가라, 스타벅스""...그런데 매장은 여전?",updownnews.co.kr,http://www.updownnews.co.kr/news/articleView.html?idxno=317371,"그는 ""이디야나 할리스 등 다른 카페도 가봤지만 이야기를 나누기 편하고 공간이 트여 있는 분위기는 스타벅스가 좋다""고 답했습니다. ​이후 만난 이용자들이 공통적으로 꼽은 장점은 커피 맛보다 공간이었습니다. 넓고..."
2026-05-29,할리스,기타 이슈,즈베레프에게 그랜드슬램 우승 기회가 왔다,tennispeople.kr,http://www.tennispeople.kr/news/articleView.html?idxno=18607,"3라운드 상대 퀸틴 할리스는 객관적 전력에서는 아래다. 하지만 홈 관중과 언더독 분위기는 위험하다. 할리스는 공격적 서브, 빠른 템포, 프랑스 팬 응원이 겹치면 짧은 시간 폭발력을 낼 수 있다. 그리고 즈베레프는 이런..."
2026-05-29,할리스,신제품 출시,'헤리티지' 강조하는 식음료·외식 업계...'아는 맛이 무섭다',slist.kr,https://www.slist.kr/news/articleView.html?idxno=742000,"사진=할리스 할리스는 '우리가 사랑한 그 맛, 다시 블렌드 되다'를 콘셉트로 할리치노 3종을 재출시했다. 특히 2010년 출시 이후 '딸기 치즈케익 할리치노'와 함께 대표 메뉴로 사랑받았던 '다크 포레스트 할리치노'가..."
2026-05-29,폴바셋,기타 이슈,"스타벅스 불매 여파…'메가·투썸' 웃고, 납품 유업계 '촉각'",edaily.co.kr,https://www.edaily.co.kr/news/newspath.asp?newsid=05651446645453840,일각에서는 매일유업 관계사 엠즈씨드가 운영하는 스페셜티 커피 브랜드 폴 바셋 매장을 확대해달라는 요구까지 나오는 것으로 알려졌다. 실제 ‘탱크데이’ 마케팅 논란 이후 스타벅스의 주간 결제금액은 일주일 새...
2026-05-29,블루보틀,기타 이슈,‘C-프랜차이즈’ 루이싱커피 상륙 초읽기,biz.heraldcorp.com,https://biz.heraldcorp.com/article/10758624?ref=naver,3월에는 미국 커피 브랜드 블루보틀을 네슬레로부터 인수하며 몸집을 키웠다. 해외 사업은 미국·싱가포르·말레이시아에서 펼치고 있다. 인접 국가인 싱가포르·말레이시아 진출에 이어 스타벅스의 본고장인...
2026-05-28,파스쿠찌,기타 이슈,저가커피 공세 속… 스벅 일주일간 결제금액 84억 급감,kmib.co.kr,https://www.kmib.co.kr/article/view.asp?arcid=1779866335&code=11151400&cp=nv,"그 뒤를 투썸플레이스(47.5)와 컴포즈커피(40.4), 이디야커피(22.2), 빽다방(19.0), 텐퍼센트커피(12.6), 매머드커피·익스프레스(10.2), 더벤티(8.9), 하삼동커피(8.6), 파스쿠찌(7.7), 할리스커피(7.4), 커피빈(6.7), 폴바셋(5.3)..."
2026-05-28,컴포즈커피,기타 이슈,"""밀크티도 고카페인 주의""… 제품별 함량 최대 4배 차이",newscj.com,https://www.newscj.com/news/articleView.html?idxno=3404648,"조사 대상은 메가MGC커피, 빽다방, 스타벅스, 이디야커피, 컴포즈커피, 투썸플레이스 등이다. 조사 결과 차음료의 카페인 함량은 1잔 기준 45~172㎎ 수준으로 제품별 편차가 컸다. 말차·녹차라떼 제품 가운데서는..."
2026-05-28,컴포즈커피,기타 이슈,"“밀크티가 아니라 '카페인'티?""… 카페 차음료 카페인 최대 4배 차이",cooknchefnews.com,https://cooknchefnews.com/news/view/1065586192181070,"가장 저렴한 제품은 메가MGC커피의 ‘녹차라떼’, 컴포즈커피의 ‘그린티라떼’, 빽다방의 ‘밀크티’였으며, 스타벅스의 ‘제주 말차 라떼’와 ‘클래식 밀크 티’는 상대적으로 가격이 높은 편이었다. 한편 일부..."
2026-05-28,컴포즈커피,신제품 출시,"식품업계, 이른 더위에 여름철 신제품 출시 박차…더본코리아·컴포즈커...",pointdaily.co.kr,https://www.pointdaily.co.kr/news/articleView.html?idxno=306460,"컴포즈커피가 상하목장 아이스크림을 활용한 아이스크림 신메뉴 '소프트' 6종을 출시했다. 신메뉴 6종 중 초코치케 소프트(왼쪽)와 망고치케 소프트 이미지. 사진=컴포즈커피 ◇ 컴포즈커피, 아이스크림 신메뉴 6종 출시..."
2026-05-28,할리스,기타 이슈,"깐부치킨·아리울씨앤디, 연예인 자선봉사단 더브릿지 6월 4일 특별 콘서...",economist.co.kr,https://economist.co.kr/article/view/ecn202605280063,"깐부치킨과 아리울씨앤디(주)가 후원사로 참여하고, KG F&B·할리스커피·근대골목단팥빵·전설의패치·삼진어묵·멕시카나치킨·명미당·에이바자르·추국떡·두끼·포케올데이·피자알볼로·키친스토리  등이 협찬한다...."
2026-05-28,할리스,혜택/프로모션/이벤트,"스타벅스 '탱크데이' 논란에···은행권, '손절' 움직임 확산",seoulfn.com,https://www.seoulfn.com/news/articleView.html?idxno=629873,"국민은행 관계자는 ""스타벅스뿐 아니라 메가커피·이디야·공차·할리스 등 다양한 브랜드 쿠폰을 함께 활용해왔고 치킨·편의점 상품권 등 여러 제휴도 운영 중""이라고 밝혔다. 일각에선 은행업 특성상 제휴 브랜드..."
2026-05-28,할리스,기타 이슈,‘탈벅’ 효과 진짜? 투썸·할리스는 얼마나 더 벌었을까 [언박싱],biz.heraldcorp.com,https://biz.heraldcorp.com/article/10757639?ref=naver,"스벅 불매에 매출 26% ‘뚝’ 투썸은 일주일새 9억원 올라 할리스 3.4%, 이디야 2.6%↑ 서울 도심 내... 반면 투썸플레이스·할리스·이디야커피 등 경쟁 브랜드는 매출과 이용자 수가 동반 증가하며 반사이익을 얻고..."
2026-05-28,블루보틀,기타 이슈,위스키를 가장 잘 팔던 남자는 왜 증류소를 샀나 [정보연의 시간을 마시...,hankyung.com,https://www.hankyung.com/article/202605269658i,"그는 1980년대 중반 미니어처 위스키를 수집하기 시작했고, 이후 풀 보틀 컬렉션으로 관심을 넓혔다. 1990년대... 2025년 공개된 블루프린트(Blueprint) 시리즈는 엘릭서의 인수 이후 토모어의 첫 공식 릴리스로 소개됐다. 이..."
2026-05-28,블루보틀,기타 이슈,장원영 밀크티가 연 ‘C-열풍’…루이싱 커피도 상륙 초읽기 [푸드360],biz.heraldcorp.com,https://biz.heraldcorp.com/article/10757683?ref=naver,3월에는 미국 커피 브랜드 블루보틀을 네슬레로부터 인수하며 몸집을 키웠다. 해외 사업은 미국·싱가포르·말레이시아에서 펼치고 있다. 인접 국가인 싱가포르·말레이시아 진출에 이어 스타벅스의 본고장인...
2026-05-28,블루보틀,기타 이슈,1분 지각 시 15분 공제 더는 없다…‘런베뮤’ LBM “시스템 개편”,segye.com,https://www.segye.com/newsView/20260527509159?OutUrl=naver,"서 대표는 2019년 블루보틀커피코리아 한국 론칭을 주도하며 성수, 삼청, 제주 등 국내 매장 확장에 기여한 인물로 평가된다. 올해 4월 LBM 대표이사로 취임하며 사업 안정화와 글로벌 진출을 위해 힘쓰고 있다. LBM..."
2026-05-27,파스쿠찌,기타 이슈,커피 브랜드 결제액 3년 새 32% 증가…1위는 어디?,munhwa.com,https://www.munhwa.com/article/11591708?ref=naver,"파스쿠찌 7.7, 할리스커피 7.4, 커피빈 6.7, 폴바셋 5.3, 카페봄봄 4.8, 바나프레소 3.8이 뒤를 이었다. 이번 조사는 와이즈앱·리테일이 한국인의 신용카드와 체크카드 결제금액을 표본 조사해 추정한 결과다. 직영점과..."
2026-05-27,파스쿠찌,기타 이슈,"'압도적 1위' 스타벅스, '탱크데이' 논란에 매출 직격탄 맞을까",fnnews.com,http://www.fnnews.com/news/202605270920195924,"여기에 텐퍼센트커피(12.6), 매머드커피(10.2), 더벤티(8.9), 하삼동커피(8.6), 파스쿠찌(7.7), 할리스(7.4), 커피빈(6.7), 폴바셋(5.3) 등이 뒤를 이었다. 이번 조사는 각 브랜드 직영점과 가맹점에서 발생한 카드 결제 데이터를..."
2026-05-27,파스쿠찌,기타 이슈,"""뼈아픈 탱크데이""…스타벅스, 논란 직전 여전히 결제액 1위",news1.kr,https://www.news1.kr/industry/distribution/6178446,"6), 파스쿠찌(7.7), 할리스커피(7.4), 커피빈(6.7), 폴바셋(5.3), 카페봄봄(4.8), 바나프레소(3.8) 순으로 뒤를 이었다. 이번 조사는 실시간 앱·결제 데이터 기반 시장/경쟁사 분석 솔루션 와이즈앱·리테일이 한국인의..."
2026-05-27,파스쿠찌,기타 이슈,"""고물가에도 커피는 못 참지""…결제금액 1위는 '스타벅스'",edaily.co.kr,https://www.edaily.co.kr/news/newspath.asp?newsid=02833926645453184,"파스쿠찌 7.7, 할리스커피 7.4, 커피빈 6.7, 폴바셋 5.3, 카페봄봄 4.8, 바나프레소 3.8이 뒤를 이었다. 이번 조사는 한국인의 신용카드와 체크카드 결제금액을 표본 조사해 추정한 결과다. 직영점과 가맹점 결제금액을..."
2026-05-27,할리스,기타 이슈,스타벅스 '불매운동'이 쏘아올린 '60% 환불' 규정···커피 프랜차이즈...,finomy.com,http://www.finomy.com/news/articleView.html?idxno=254925,"할리스와 컴포즈커피 등도 대부분 동일 기준을 운영 중이다. 금액대에 따른 기준 역시 다르다. 1만원 초과 상품권의 경우 60% 이상 사용 시 환불 가능, 1만원 이하 소액 상품권은 80% 이상 사용 시 환불 가능 기준을 적용한다...."
2026-05-27,할리스,신제품 출시,"""구관이 명관"" F&B 업계, 검증된 ‘시그니처 헤리티지’로 승부수",metroseoul.co.kr,http://www.metroseoul.co.kr/article/20260527500157,할라치노 3종/할리스 최근 국내 식음료(F&B) 업계가 과거 높은 인기를 누렸으나 여러 사정으로 자취를 감췄던... 할리스는 시그니처 블렌디드 음료인 '할리치노 3종'을 전격 재출시했다. 특히 2010년 출시 이후 강력한...
2026-05-27,할리스,신제품 출시,식품업계 단종 메뉴 '재출시' 열풍,bokuennews.com,http://www.bokuennews.com/news/article.html?no=278785,"할리스, 할리치노 3종 할리스는 '우리가 사랑한 그 맛, 다시 블렌드 되다'를 컨셉으로 할리치노 3종을 재출시했다. 특히 2010년 출시 이후 '딸기 치즈케익 할리치노'와 함께 할리치노를 대표하는 메뉴로 사랑을 받았던 '다크..."
2026-05-27,폴바셋,굿즈/MD,"윤석환 CJ제일제당 대표, 바이오 실적 반등 해법 '친환경 소재'",insightkorea.co.kr,https://www.insightkorea.co.kr/news/articleView.html?idxno=247142,"폴바셋·뚜레쥬르 등 카페 프랜차이즈에는 PHA 빨대 공급을 확대하고 있다. 여기에 4월에는 PHA 종량제... CJ제일제당 관계자는 ""PHA 사업은 소재를 개발해 다른 기업들과 협업할 수밖에 없는 구조로, 현재는 폴바셋 빨대..."
2026-05-27,테라로사,기타 이슈,"[유통人] '선택과 집중' 승부수… LG생활건강, 이선주式 재편 속도",newsian.co.kr,http://www.newsian.co.kr/news/articleView.html?idxno=90176,테라로사커피 CEO를 맡으며 소비재 사업 전반의 운영 경험도 쌓았다. LG생활건강은 이 같은 글로벌 브랜드 운영 경험과 마케팅 역량을 높이 평가해 이 사장을 영입했다. 업계에서는 침체된 화장품 사업 경쟁력을 회복하고...
2026-05-27,테라로사,기타 이슈,"[리얼푸드] “스페셜티 커피, 경험 중심으로 인식”…테라로사 설문조사...",realfoods.co.kr,https://www.realfoods.co.kr/article/10757102?ref=naver,"27일 테라로사에 따르면, 이번 조사는 스페셜티 커피 브랜드 테라로사(TERAROSA)가 시장조사기관 닐슨아이큐코리아를 통해 진행했다. 주 1회 이상 카페에서 커피를 소비하는 수도권 600명 성인에게 설문 조사했다. 그 결과..."
2026-05-27,블루보틀,기타 이슈,[글로벌 워치]차·IT에 식음료·패션까지...거침없는 차이나머니의 글로...,ebn.co.kr,https://www.ebn.co.kr/news/articleView.html?idxno=1710309,중국 최대 커피 프랜차이즈 루이싱커피는 최근 미국 네슬레로부터 프리미엄 커피 브랜드 블루보틀 지분을 인수했다. 중저가 패스트패션(SPA) 공룡 쉬인은 미국 친환경 패션 브랜드 에버레인까지 품에 안았다. 불과 몇 년...
2026-05-27,블루보틀,기타 이슈,"푸마·블루보틀까지 사들였다... 중국 기업, 글로벌 유명 브랜드 잇따라...",insight.co.kr,https://www.insight.co.kr/news/555684,"푸마·블루보틀 등 글로벌 브랜드를 사들이며 둔화한 내수 시장을 넘어 해외 시장 확대에 속도를 내는 모습이다. 지난 23일(현지 시간) 영국 파이낸셜타임스(FT)는 ""중국 기업들이 치열한 내수 경쟁과 디플레이션 압박을..."
2026-05-26,파스쿠찌,기타 이슈,K-푸드 3세들 '분업 승계',newsclaim.co.kr,https://www.newsclaim.co.kr/news/articleView.html?idxno=3064584,"지분율과 전문 분야에 따라 장남 허진수는 파리크라상 부회장으로 파리바게뜨와 파스쿠찌 등 제빵·외식 본업의 글로벌 사업을 총괄하고, 차남 허희수가 비알코리아 대표로 배스킨라빈스·던킨과 함께 미래 신사업 및..."
2026-05-26,할리스,신제품 출시,"""단종됐는데 다시 난리"" 할리스·투썸·배라까지 추억의 맛이 돌아왔다",autodaily.co.kr,https://www.autodaily.co.kr/news/articleView.html?idxno=544398,"할리스는 '우리가 사랑한 그 맛, 다시 블렌드 되다'를 콘셉트로 할리치노 3종을 재출시했다. 이번 재출시에서... 할리스는 이와 함께 산뜻한 요거트와 블루베리를 블렌딩한 '블루베리 요거트 할리치노', 밀크 블렌디드에..."
2026-05-26,할리스,기타 이슈,"스타벅스, 6월 1일부터 2주간 선불카드 조건 없이 전액 환불...""불편사항...",consumernews.co.kr,http://www.consumernews.co.kr/news/articleView.html?idxno=756387,"스타벅스를 비롯해 투썸플레이스, 할리스, 이디야커피, 메가커피, 커피빈 등 커피전문점이 이같은 규정을 따르고 있다. 스타벅스 관계자는 ""무거운 책임감과 자숙의 마음을 갖고 최근 환불을 요청하는 고객분들에게..."
2026-05-26,할리스,신제품 출시,"[FC 브리핑] 원할머니보쌈족발, 투썸플레이스, 할리스",shinailbo.co.kr,https://www.shinailbo.co.kr/news/articleView.html?idxno=5024224,"◇ 할리스, WWF와 손잡고 '눈표범 보전' 기부 메뉴 출시 할리스는 세계자연기금(WWF)과 업무협약(MOU)을 체결하고 멸종위기종 눈표범과 서식지 보전을 위한 협력에 나선다고 밝혔다. 양측은 최근 서울 신촌역점에서..."
2026-05-26,할리스,신제품 출시,"[유통업계] GS리테일·맥도날드·할리스, 신제품 출시와 기부 행사로 소...",weeklytoday.com,http://www.weeklytoday.com/news/articleView.html?idxno=777085,"할리스는 여름 시즌을 맞아 대표 음료 라인업인 할리치노 3종을 재출시했다. 이번 재출시 제품 가운데 '다크 포레스트 할리치노'는 과거 소비자들에게 큰 인기를 얻었던 메뉴로, 단종 이후 재출시 요청이 이어졌던..."
2026-05-26,할리스,신제품 출시,그 맛이 돌아왔다…식음료업계 ‘단종 메뉴 재출시’로 소비자 공략,g-enews.com,https://www.g-enews.com/view.php?ud=202605260956252189056c162803_1,"따르면 할리스, 투썸플레이스, 폴 바셋, 달콤커피, 배스킨라빈스 등 주요 커피·디저트 브랜드가 동참하고 있다. 단순한 향수 자극을 넘어 소비자 의견을 메뉴에 반영하는 마케팅 전략으로 읽힌다. 먼저 할리스는 ‘우리가..."
2026-05-26,할리스,신제품 출시,"""기다렸던 그 맛의 귀환""…식음료업계, 단종 메뉴 전격 재출시 열풍",news.bbsi.co.kr,https://news.bbsi.co.kr/news/articleView.html?idxno=4085506,"라이프스타일 브랜드 할리스는 과거 대표 메뉴였던 '다크 포레스트 할리치노'를 포함한 할리치노 3종을 '우리가 사랑한 그 맛, 다시 블렌드 되다'라는 콘셉트로 재출시했습니다. 투썸플레이스 역시 연간 70만 잔 가까이..."
2026-05-26,할리스,신제품 출시,"할리스, 인기 할리치노 3종 재출시",beyondpost.co.kr,http://www.beyondpost.co.kr/view.php?ud=20260526082633715646a9e4dd7f_30,"할리스가 과거 인기를 끌었던 블렌디드 음료 ‘할리치노’ 3종을 다시 선보인다. 할리스는 ‘우리가 사랑한 그 맛, 다시 블렌드 되다’를 콘셉트로 대표 할리치노 메뉴를 재출시했다고 밝혔다. 이번 재출시에는 ‘다크..."
2026-05-26,할리스,기타 이슈,KB·iM·케이뱅크까지…은행권 스테이블코인 시장 실증 확대,ceoscoredaily.com,https://www.ceoscoredaily.com/page/view/2026052215503703553,"구체적으로는 커피전문점 할리스의 오프라인 키오스크 결제를 통해 실생활 결제 모델을 검증했고, 해외송금은 베트남 현지 파트너를 거쳐 실제 은행 계좌까지 송금이 이뤄지는 과정을 구현하기도 했다. KB금융은 이번..."
2026-05-26,폴바셋,기타 이슈,"""경품서 스벅 제외"" 카톡 선물 순위도 밀렸다...""매출 감소"" 흔들린 위상",mt.co.kr,https://www.mt.co.kr/living/2026/05/27/2026052610212784839,저가 커피 브랜드가 공격적인 출점으로 점유율을 늘리고 있고 커피빈·폴바셋 등 프리미엄 브랜드들은 차별화 전략을 강화하고 있다. 온라인상에서는 스타벅스를 대체할 만한 프리미엄 커피 브랜드의 목록이 공유되기도...
2026-05-26,블루보틀,기타 이슈,"""42만원짜리가 6만원에""…'불황 공포' 덮친 명품업계 '파격' [트렌드+]",hankyung.com,https://www.hankyung.com/article/202605224265g,100mL 기준 49만원대인 엑스니힐로 '블루 탈리스만 오 드 퍼퓸'도 10mL 미니어처 제품은 9만5000원에 판매... 해당 제품은 기존 보틀 디자인을 축소해 유리 보틀 컷팅과 골드 캡 등 패키지 감성을 살린 것이 특징이다....
2026-05-26,블루보틀,기타 이슈,"UVIVALDI(유비발디), 큐텐재팬 쇼핑 축제 ‘메가와리’ 참가… 현지 맞춤...",fashionbiz.co.kr,https://www.fashionbiz.co.kr/article/226554,기획세트 구매자 전원에게는 신규 개발된 휴대용 용기인 ‘포켓 스파츌라 보틀(에어리스 타입)’ 1세트가... 무유 선 레이어링은 무기자차 성분의 ‘산뜻블루’와 유기자차 성분의 ‘진정그린’ 선크림을 교차...
2026-05-26,블루보틀,신제품 출시,[민주 유통가] SK매직·시몬스·롯데마트,iminju.net,http://www.iminju.net/news/articleView.html?idxno=164304,"iF 디자인 어워드를 수상했으며 내추럴 화이트, 오트밀 베이지, 애쉬 블루 3종으로 출시됐다. 오는... 롯데마트 보틀벙커가 내달 4일 에드워드 리 X 기원 위스키 테이스팅 클래스를 개최한다. 행사는 잠실점 보틀벙커..."
2026-05-26,블루보틀,신제품 출시,"[유통소식] 롯데百, 7개 계열사 통합 '엘패스' 캠페인",4th.kr,http://www.4th.kr/news/articleView.html?idxno=2112226,보틀벙커 잠실점 '보틀벙커 비스트로' 매장에 고객들이 모여 앉아있다. 2026.5.26./사진=롯데마트·슈퍼... 신제품 색상은 △내추럴 화이트 △오트밀 베이지 △애쉬 블루 등 3종으로 구성됐다. SK매직은 신제품 출시를...
2026-05-26,블루보틀,기타 이슈,"中자본, 푸마·블루보틀 삼켰다",mstoday.co.kr,https://www.mstoday.co.kr/news/articleView.html?idxno=101639,네슬레는 보유 중이던 미국 프리미엄 커피 브랜드 블루보틀 지분을 중국계 투자사 센추리움캐피털에 매각하기로 했다. 센추리움캐피털은 중국 커피 체인 루이싱커피의 주요 투자자로 알려져 있다. 업계에서는 이 거래를...
2026-05-26,블루보틀,신제품 출시,"""아이 음용컵, 이젠 하나로""…써모스, 성장 주기 맞춤형 라인업",news1.kr,https://www.news1.kr/industry/general-industry/6175574,"기존 크림·오트밀 계열 색상에서 이번 신제품 피치·블루 계열 색상이 추가됐다. 2WAY 스텝업 베이비보틀은 빨대컵과 텀블러 두 가지 타입으로 사용할 수 있다. 빨대컵 마개, 텀블러 마개, 손잡이, 바디링이 기본..."
