일자,브랜드,유형,제목,언론사,링크,요약
2026-04-27,파스쿠찌,기타 이슈,"“알바생도 장학금 받는다”…상미당, 대학생 150명에 2.7억 지원",megaeconomy.co.kr,https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065594308270149,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단 추천 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는 교육부 공시 기준 한 학기 평균..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 파바·던킨 등 알바생에게 2억7000만 원 장학금",hankookilbo.com,https://www.hankookilbo.com/news/article/A2026042710100003525?did=NA,"올해 1학기 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 매장에서 일하는 대학생 120명과 한국장학재단이 추천한 외부 장학생 30명이다. 이들은 교육부가 공시한 한 학기 평균 등록금의 50..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 대학생 150명에 장학금 2.7억원…청년 응원 나섰다",ddaily.co.kr,https://www.ddaily.co.kr/page/view/2026042714533770609,"이번에는 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명이 선발됐다. 상미당홀딩스는 교육부가 공시한 한..."
2026-04-27,파스쿠찌,기타 이슈,"[유통가 레이더] ""배달앱에서 지원금 쓰세요""... 배민, '고유가 피해지...",greened.kr,https://www.greened.kr/news/articleView.html?idxno=339869,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 청년 장학생 150명에 2억 7천만 원 장학금 전달",nextdaily.co.kr,https://www.nextdaily.co.kr/news/articleView.html?idxno=248818,이번 장학생은 파리바게뜨·배스킨라빈스·던킨·파스쿠찌 등 상미당홀딩스 계열 브랜드 매장 근무 대학생 120명과 한국장학재단 추천 외부 장학생 30명으로 구성됐다. 1인당 지급액은 교육부 공시 한 학기 평균 등록금의...
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스·이디야커피·남양유업, 대학생 학자금 지원 ESG경영 나서",wsobi.com,http://www.wsobi.com/news/articleView.html?idxno=311081,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 청년 장학생에게 장학금 2.7억 전달",news.bizwatch.co.kr,https://news.bizwatch.co.kr/article/consumer/2026/04/27/0018,"이번 장학금을 받는 대상은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명이다. 선발된 장학생에게는..."
2026-04-27,파스쿠찌,기타 이슈,청년 지원하는 상미당홀딩스...대학생 장학금 2억7000만원 전달,job-post.co.kr,https://www.job-post.co.kr/news/articleView.html?idxno=214541,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 알바생에 장학금",naeil.com,https://www.naeil.com/news/read/586875?ref=naver,장학생은 파리바게뜨 배스킨라빈스 던킨 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성했다. 선발된 장학생에게는 교육부가...
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 대학생 150명에 장학금 2.7억원 지원",zdnet.co.kr,https://zdnet.co.kr/view/?no=20260427104922,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 계열 브랜드 매장에서 근무하는 대학생 120명과 외부 추천을 통해 선발된 30명으로 구성됐다. 선발된 학생에게는 교육부가 공시한 한 학기 평균 등록금의..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 청년 150명에 장학금 2억 7천만원 전달",biz.sbs.co.kr,https://biz.sbs.co.kr/article_hub/20000306876?division=NAVER,"이번 장학생은 파리바게뜨와 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단 추천 외부 장학생 30명입니다. 상미당 행복한 장학금은 대학생의 경제적..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 150명에 상미당 행복한 장학금 총 2억7000만 원 전달",sisafocus.co.kr,http://www.sisafocus.co.kr/news/articleView.html?idxno=359291,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단 추천 외부 장학생 30명으로 구성됐다. 장학금은 교육부가 공시한 한 학기 평균..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 아르바이트 대학생 등에 총 2.7억원 장학금... 매장 근무...",queen.co.kr,http://www.queen.co.kr/news/articleView.html?idxno=455850,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는 교육부가..."
2026-04-27,파스쿠찌,기타 이슈,[유통 이모저모] 상미당홀딩스 '아르바이트 대학생 등에 총 2.7억원 장학...,bizwnews.com,http://www.bizwnews.com/news/articleView.html?idxno=135061,이번 장학생은 파리바게뜨·배스킨라빈스·던킨·파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는...
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 파리바게뜨 등 매장 아르바이트 대학생에 장학금",econotelling.com,http://www.econotelling.com/news/articleView.html?idxno=20218,"이번 수혜 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단이 추천한 외부 장학생 30명으로 구성됐다."
2026-04-27,파스쿠찌,기타 이슈,"판로 지원부터 장학금·편의성 확대까지…유통街, ESG 경영 '눈길'",theviewers.co.kr,https://theviewers.co.kr/View.aspx?No=4056995,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 매장 근무ㆍ외부 장학생 150명에 장학금",foodnews.co.kr,http://www.foodnews.co.kr/news/articleView.html?idxno=118342,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명이 대상으로, 이들에게는 교육부가 공시한..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 아르바이트 대학생 등에 총 2억7000만 원 장학금",worktoday.co.kr,http://www.worktoday.co.kr/news/articleView.html?idxno=84081,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는 교육부가..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스 허영인 회장, 청년 장학생 150명에 2억 7000만원 지원",opinionnews.co.kr,http://www.opinionnews.co.kr/news/articleView.html?idxno=137431,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단 추천 외부 장학생 30명으로 구성됐다. 선발된 학생들에게는 교육부 기준 한 학기 평균 등록금의..."
2026-04-27,파스쿠찌,기타 이슈,"""젊은이 꿈, 응원한다""..상미당홀딩스, 14년간 장학금 54억원 지원",fnnews.com,http://www.fnnews.com/news/202604271031456902,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 청년 장학생 150명에 총 2억 7000만 원 지원",cnbizm.com,https://www.cnbizm.com/news/articleView.html?idxno=301284,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는 교육부가..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 청년 장학생 150명에 2.7억원 지원",socialvalue.kr,https://www.socialvalue.kr/news/view/1065576463739508,"이번 장학생은 파리바게뜨와 배스킨라빈스, 던킨, 파스쿠찌 등 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단 추천 장학생 30명으로 구성됐다. 선발된 장학생에게는 교육부 공시 기준 한 학기 평균..."
2026-04-27,파스쿠찌,기타 이슈,"[유통레이더] CJ제일제당, 베트남 1위 유통사 ‘박화산’과 맞손…“비...",mydaily.co.kr,https://www.mydaily.co.kr/page/view/2026042710280055000,"장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단 추천 외부 장학생 30명으로 구성됐다. 장학금은 1인당 180만원으로, 대학생의 학비 부담 완화와..."
2026-04-27,파스쿠찌,기타 이슈,"""꿈을 응원합니다"" 상미당홀딩스, 대학생 파트너 등 장학금 2.7억 전달",newsis.com,https://www.newsis.com/view/NISX20260427_0003607330,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 아르바이트생 등 총 2.7억원 장학금",businesskorea.co.kr,https://www.businesskorea.co.kr/news/articleView.html?idxno=268494,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는 교육부가..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 아르바이트 대학생 150명에 장학금 2.7억원 지원",news2day.co.kr,https://www.news2day.co.kr/article/20260427500075,"선발 대상에는 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 매장 근무자가 포함됐다. 장학생에게는 1인당 180만원이 지급됐으며 이는 교육부 공시 기준 한 학기 평균 등록금의 약 50% 수준이다. 이와 함께 상미당홀딩스..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 청년 장학생 150명에 장학금 2억 7천만 원 전달",yonhapnewstv.co.kr,http://www.yonhapnewstv.co.kr/AKR20260427094503oXT,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단 추천 외부 장학생 30명입니다. '상미당 행복한 장학금'은 대학생의 경제적..."
2026-04-27,파스쿠찌,기타 이슈,"기업들, 다양한 형태 사회공헌활동 전개",wsobi.com,http://www.wsobi.com/news/articleView.html?idxno=311053,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는 교육부가..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 아르바이트 대학생 등에 총 2억7000만원 장학금",newsquest.co.kr,https://www.newsquest.co.kr/news/articleView.html?idxno=265367,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단을 통해 추천받은 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 대학생 150명에 '행복한 장학금' 2억7천만원 전달",yna.co.kr,https://www.yna.co.kr/view/AKR20260427026200030?input=1195m,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단 추천 외부 장학생 30명이다. '상미당 행복한 장학금'은 대학생의 경제적..."
2026-04-27,파스쿠찌,기타 이슈,5월 가정의 달 앞두고 유통·뷰티업계 '선물·편의·창업' 경쟁 후끈...삼...,dailypop.kr,http://www.dailypop.kr/news/articleView.html?idxno=98353,"커피 전문점 파스쿠찌는 오는 29일 서울, 부산, 대전 등 전국 5개 주요 도시에서 가맹 사업 설명회를 동시에 개최한다. 24년간의 프랜차이즈 운영 노하우와 빅데이터를 활용한 입지 분석 등 예비 창업자를 위한 1:1 맞춤형..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 대학생 장학금 2.7억원 지원…150명 선발",edaily.co.kr,http://www.edaily.co.kr/news/newspath.asp?newsid=01941766645420384,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단 추천 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는 1인당 180만원이 지급된다. 이는..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, 아르바이트생에 장학금 2억7000만원",biz.heraldcorp.com,https://biz.heraldcorp.com/article/10725946?ref=naver,장학생은 파리바게뜨·배스킨라빈스·던킨·파스쿠찌 등 계열 브랜드 매장 근무 대학생 120명과 한국장학재단 추천 외부 장학생 30명으로 구성됐다. 1인당 180만원이 지급되며 상미당홀딩스 계열사 공채 지원 시...
2026-04-27,파스쿠찌,기타 이슈,"[ESG] 상미당홀딩스, 청년 150명에 2.7억 장학금…""일하며 꿈 키운다""",joongangenews.com,https://www.joongangenews.com/news/articleView.html?idxno=514842,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단 추천 외부 장학생 30명 등 총 150명으로 구성됐다. 선발된 학생들에게는 교육부 공시 기준 한..."
2026-04-27,파스쿠찌,기타 이슈,"상미당홀딩스, '행복한 장학금' 전달…청년 지원 확대",econonews.co.kr,http://www.econonews.co.kr/news/articleView.html?idxno=436811,"이번 장학생은 파리바게뜨, 배스킨라빈스, 던킨, 파스쿠찌 등 상미당홀딩스 계열 브랜드 매장에서 근무하는 대학생 120명과 한국장학재단 추천 외부 장학생 30명으로 구성됐다. 선발된 장학생에게는 교육부 공시 기준 한..."
2026-04-27,폴바셋,기타 이슈,"현대카드, M포인트 위크 개최",siminilbo.co.kr,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160292264439091,"레스토랑, 카페, 베이커리 등에서도 M포인트를 이용할 수 있다. GS25와 이디야커피, 폴바셋은 최대 50%까지, VIPS와 뚜레주르에서는 70%까지 사용할 수 있으며, 도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다."
2026-04-27,폴바셋,기타 이슈,"현대카드, 7일간 'M포인트 위크' 개최…최대 70%까지 포인트 결제",whitepaper.co.kr,http://www.whitepaper.co.kr/news/articleView.html?idxno=261689,"GS25와 이디야커피, 폴바셋은 최대 50%까지, VIPS와 뚜레주르에서는 70%까지 사용할 수 있으며, 도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다. 현재 현대카드 M포인트는 국내외 어디서든 결제시 적립할 수..."
2026-04-27,폴바셋,기타 이슈,현대카드 'M포인트 위크' 최대 70% 포인트 결제,consumuch.com,https://www.consumuch.com/news/articleView.html?idxno=77928,"GS25와 이디야커피, 폴바셋 등에서는 최대 50%까지 포인트 결제가 가능하며, VIPS(빕스)와 뚜레쥬르, 그리고 도미노피자의 온라인 주문 시에는 결제 금액의 70%를 포인트로 처리할 수 있다. 현재 현대카드 M포인트는 전..."
2026-04-27,폴바셋,기타 이슈,"미래에셋증권, RIA 고객 잔고 2500억 원 달성 外",rcast.co.kr,https://www.rcast.co.kr/news/articleView.html?idxno=30622,"GS25와 이디야커피, 폴바셋은 최대 50%까지, VIPS와 뚜레주르에서는 70%까지 사용할 수 있으며, 도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다. 현재 현대카드 M포인트는 국내외 어디서든 결제시 적립할 수..."
2026-04-27,폴바셋,기타 이슈,"현대카드, 가정의달 맞아 '현대카드 M포인트 위크' 개최",daily.hankooki.com,https://daily.hankooki.com/news/articleView.html?idxno=1362041,"레스토랑, 카페, 베이커리 등에서도 M포인트를 이용할 수 있다. GS25와 이디야커피, 폴바셋은 최대 50%까지, VIPS와 뚜레주르에서는 70%까지 사용할 수 있으며, 도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다."
2026-04-27,폴바셋,기타 이슈,"현대카드, 'M포인트 위크' 개최…""결제금액의 70%까지 사용 가능""",thepublic.kr,https://www.thepublic.kr/news/articleView.html?idxno=302694,"레스토랑, 카페, 베이커리 등에서도 M포인트를 이용할 수 있다. GS25와 이디야커피, 폴바셋은 최대 50%까지, VIPS와 뚜레주르에서는 70%까지 사용할 수 있으며, 도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다."
2026-04-27,폴바셋,신제품 출시,[브리프] 한화생명 신한라이프 DB손보 현대해상 국민카드 현대카드 삼성...,biztribune.co.kr,http://www.biztribune.co.kr/news/articleView.html?idxno=353155,"GS25와 이디야커피, 폴바셋은 최대 50%까지, VIPS와 뚜레주르에서는 70%까지 사용할 수 있으며, 도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다. ■ 삼성카드, '무신사 삼성카드' 출시… 최대 10% 리워드 적립..."
2026-04-27,폴바셋,기타 이슈,[카드업계 동향] KB국민카드ㆍ현대카드,weeklytoday.com,http://www.weeklytoday.com/news/articleView.html?idxno=773210,"GS25, 폴바셋 등은 50%, VIPS와 뚜레쥬르, 도미노피자 온라인 주문 시에는 결제액의 최대 70%를 M포인트를 활용해 대금을 결제할 수 있다. 현대카드 M포인트는 현재 5만5000여 곳의 사용처를 확보하고 있다."
2026-04-27,폴바셋,기타 이슈,"현대카드, 'M포인트 위크' 개최…최대 70% 포인트 결제",cnbizm.com,https://www.cnbizm.com/news/articleView.html?idxno=301373,"GS25, 이디야커피, 폴바셋에서는 최대 50%, VIPS와 뚜레주르, 도미노피자(온라인 주문)는 최대 70%까지 포인트 결제가 가능하다. 현재 M포인트는 국내외 결제 시 적립되며, 약 200개 브랜드, 5만5000여 개 온·오프라인..."
2026-04-27,폴바셋,기타 이슈,"현대카드, M포인트 위크 개최…20여개 가맹점에서 최대 70% 사용",etnews.com,https://www.etnews.com/20260427000421,"안성, 고양점에서 M포인트로 결제금액의 30%를 결제할 수 있다. GS25와 이디야커피, 폴바셋은 최대 50%까지, 빕스와 뚜레주르에서는 70%까지 사용할 수 있다. 도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다."
2026-04-27,폴바셋,혜택/프로모션/이벤트,"현대카드, M포인트 위크 개최…최대 70% 포인트 결제 혜택",lkp.news,http://www.lkp.news/news/articleView.html?idxno=79615,"GS25, 이디야커피, 폴바셋 등에서는 최대 50%, VIPS, 뚜레쥬르, 도미노피자 등에서는 최대 70%까지 포인트 사용이 가능하다. 현재 현대카드 M포인트는 국내외 결제 시 적립이 가능하며, 약 200여개 브랜드와 55000여 개..."
2026-04-27,폴바셋,기타 이슈,"현대카드, 'M포인트 위크' 개최…최대 70% 포인트 결제",pointdaily.co.kr,https://www.pointdaily.co.kr/news/articleView.html?idxno=303042,"GS25와 이디야커피, 폴바셋은 최대 50%까지 VIPS와 뚜레주르에서는 70%까지 사용할 수 있으며 도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다. 현재 현대카드 M포인트는 국내외 어디서든 결제시 적립할 수..."
2026-04-27,폴바셋,기타 이슈,"현대카드, M포인트 최대 70% 쓰는 '포인트 위크' 연다",popcornnews.net,http://www.popcornnews.net/news/articleView.html?idxno=119570,"GS25와 이디야커피, 폴바셋에서는 최대 50%까지 포인트 사용이 가능하다. 빕스와 뚜레쥬르, 도미노피자는 최대 70%까지 M포인트로 결제할 수 있다. 도미노피자는 온라인 주문 건에 한해 적용된다. 현대카드는 현재..."
2026-04-27,폴바셋,기타 이슈,"현대카드, 'M포인트 위크' 개최…최대 70% 포인트 결제",industrynews.co.kr,https://www.industrynews.co.kr/news/articleView.html?idxno=80467,"GS25, 이디야커피, 폴바셋에서는 최대 50%까지, VIPS와 뚜레주르에서는 최대 70%까지 포인트 결제가 가능하다. 도미노피자는 온라인 주문 시 최대 70%까지 M포인트를 사용할 수 있다. 현대카드 M포인트는 국내외 결제 시..."
2026-04-27,폴바셋,혜택/프로모션/이벤트,"현대카드, 'M포인트 위크' 진행…최대 70% 포인트 결제 혜택",ziksir.com,https://www.ziksir.com/news/articleView.html?idxno=132173,"이 밖에도 GS25, 이디야커피, 폴바셋에서는 최대 50%까지, VIPS와 뚜레쥬르에서는 최대 70%까지 포인트 사용이 가능하다. 도미노피자는 온라인 주문 시 70%까지 포인트 결제를 지원한다."
2026-04-27,폴바셋,신제품 출시,[카드사 풍향계] 현대카드 “M포인트로 쇼핑·선물 해볼까요” 外,ekn.kr,https://www.ekn.kr/web/view.php?key=20260427026230360,"GS25·폴바셋·이디야커피는 50%, VIPS와 뚜레주르는 70%까지 가능하다. 온라인으로 도미노피자를 주문하는 경우에도 70%까지 결제할 수 있다. ◇ '무신사 삼성카드' 출시…최대 10% 리워드 적립 삼성카드가 패션·뷰티..."
2026-04-27,폴바셋,기타 이슈,"현대카드, 가정의날 맞이 'M포인트 위크' 행사 진행 내용은?",newsworker.co.kr,http://www.newsworker.co.kr/news/articleView.html?idxno=423894,"GS25, 이디야커피, 폴바셋에서는 최대 50%, VIPS와 뚜레쥬르에서는 최대 70%까지 포인트 사용이 가능하다. 도미노피자는 온라인 주문 시 최대 70%까지 적용된다. 현대카드 M포인트는 국내외 결제 시 적립이 가능하며..."
2026-04-27,폴바셋,굿즈/MD,"매일유업, 우유 다음 스텝은 '영양 설계 기업'",metroseoul.co.kr,http://www.metroseoul.co.kr/article/20260427500269,"아울러 외식 사업의 경우 지주사 매일홀딩스 산하 엠즈씨드를 통해 폴바셋, 크리스탈 제이드, 더키친 일뽀르노 등 프리미엄 외식 포트폴리오를 구축했다. 폴바셋은 베이커리 '밀도'와의 협업 매장을 확대하며 유가공..."
2026-04-27,폴바셋,기타 이슈,"현대카드, 7일간의 포인트 축제 'M포인트 위크' 개최",press9.kr,http://www.press9.kr/news/articleView.html?idxno=75646,"GS25와 이디야커피, 폴바셋은 최대 50%까지, VIPS와 뚜레주르에서는 70%까지 사용할 수 있으며, 도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다. 현재 현대카드 M포인트는 국내외 어디서든 결제시 적립할 수..."
2026-04-27,폴바셋,신제품 출시,"[카드 & Now] 삼성카드, '무신사 카드' 출시 등",ebn.co.kr,https://www.ebn.co.kr/news/articleView.html?idxno=1706748,"또 GS25, 이디야커피, 폴바셋, VIPS, 뚜레쥬르, 도미노피자 등 생활 밀착 업종에서도 포인트 사용이 가능하다. 현대카드는 앱과 홈페이지를 통해 상세 혜택을 안내할 예정이다. ◆iM유페이, '운수대통 페스타' 실시..."
2026-04-27,폴바셋,혜택/프로모션/이벤트,"[카드업계 소식] 삼성카드, 하나카드, 현대카드, KB국민카드",financialpost.co.kr,https://www.financialpost.co.kr/news/articleView.html?idxno=256938,"아울러 GS25와 이디야커피, 폴바셋은 최대 50%, VIPS와 뚜레주르에서는 70%까지 사용할 수 있으며, 도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다. ◆KB국민카드, 저녁 외식 및 배달 고객 대상 이벤트 진행..."
2026-04-27,폴바셋,기타 이슈,"현대카드, 가정의 달 맞아 'M포인트 위크' 개최",ekoreanews.co.kr,https://www.ekoreanews.co.kr/news/articleView.html?idxno=85765,"GS25와 이디야커피, 폴바셋은 최대 50%까지, VIPS와 뚜레주르에서는 70%까지 사용할 수 있으며, 도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다. 현재 현대카드 M포인트는 국내외 어디서든 결제시 적립할 수..."
2026-04-27,폴바셋,기타 이슈,"현대카드, 'M포인트 위크' 개최···온·오프라인서 최대 70% M포인트 결...",globale.co.kr,https://www.globale.co.kr/news/articleView.html?idxno=37903,"GS25·이디야커피· 폴바셋에서는 최대 50%, 빕스·뚜레쥬르·도미노피자 온라인 주문에서는 최대 70%까지 M포인트를 사용할 수 있다. 현대카드 M포인트는 국내외 결제 시 적립할 수 있으며 국내 200여 브랜드 5만5..."
2026-04-27,폴바셋,기타 이슈,"현대카드, 'M포인트 위크' 개최",financialreview.co.kr,http://www.financialreview.co.kr/news/articleView.html?idxno=41932,"GS25와 이디야커피, 폴바셋은 최대 50%까지, VIPS와 뚜레주르에서는 70%까지 사용할 수 있으며, 도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다. 현대카드 관계자는 ""현재 현대카드 M포인트는 국내외 어디서든..."
2026-04-27,폴바셋,혜택/프로모션/이벤트,"현대카드, ‘M포인트 위크’ 개최…최대 70% 포인트 결제 혜택",munhwa.com,https://www.munhwa.com/article/11585277?ref=naver,"GS25와 이디야커피, 폴바셋은 최대 50%까지, VIPS와 뚜레주르에서는 70%까지 사용할 수 있으며, 도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다. 현대카드 관계자는 “가정의달을 맞아 M포인트 위크를..."
2026-04-27,폴바셋,혜택/프로모션/이벤트,"현대카드, M포인트 위크 개최… 최대 70% 결제 혜택",ilyoseoul.co.kr,https://www.ilyoseoul.co.kr/news/articleView.html?idxno=516259,"GS25, 이디야커피, 폴바셋은 최대 50%, VIPS와 뚜레주르는 70%까지 M포인트 사용이 가능하다. 도미노피자는 온라인 주문 시 최대 70%까지 포인트 결제가 허용된다. 현재 현대카드 M포인트는 국내외 결제 시 적립할 수..."
2026-04-27,폴바셋,기타 이슈,"""온∙오프라인 쇼핑부터 여행∙외식∙편의점까지"" 현대카드, 5월3일까지...",catchnews.kr,https://www.catchnews.kr/news/articleView.html?idxno=123242,"▲GS25·이디야커피·폴바셋은 최대 50%까지 ▲VIPS·뚜레주르에서는 70%까지 사용할 수 있으며, ▲도미노피자의 경우 온라인 주문시 70%까지 이용할 수 있다. 현재 현대카드 M포인트는 국내외 어디서든 결제시 적립할..."
